ID,Category,CategoryForExport,Subcategory,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,OMP
18.5.9.2.4,Administrative Templates: Network,Administrative Templates (Computer),Network: Link-Layer Topology Discovery,Turn on Responder (RSPNDR) driver (ProhibitRspndrOnPrivateNet),Registry,,HKLM:\Software\Policies\Microsoft\Windows\LLTD,ProhibitRspndrOnPrivateNet,,,,0,0,=,Medium,� 
18.5.10.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Microsoft Peer-to-Peer Networking Services,Turn off Microsoft Peer-to-Peer Networking Services,Registry,,HKLM:\Software\policies\Microsoft\Peernet,Disabled,,,,0,1,=,Medium,� 
18.5.11.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Network Connections,Network Connections: Prohibit installation and configuration of Network Bridge on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,,,,0,1,=,Medium,� 
18.5.11.3,Administrative Templates: Network,Administrative Templates (Computer),Network: Network Connections,Network Connections: Prohibit use of Internet Connection Sharing on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,,,,0,1,=,Medium,� 
18.5.11.4,Administrative Templates: Network,Administrative Templates (Computer),Network: Network Connections,Network Connections: Require domain users to elevate when setting a network's location,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,,,,0,1,=,Medium,� 
18.5.14.1.1,Administrative Templates: Network,Administrative Templates (Computer),Network: Network Provider,Network Provider: Hardened UNC Paths (NETLOGON),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\NETLOGON,,,,,"RequireMutualAuthentication=1, RequireIntegrity=1",=,Medium,� 
18.5.14.1.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Network Provider,Network Provider: Hardened UNC Paths (SYSVOL),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\SYSVOL,,,,,"RequireMutualAuthentication=1, RequireIntegrity=1",=,Medium,� 
18.5.19.2.1,Administrative Templates: Network,Administrative Templates (Computer),Network: TCPIP Settings: Parameters,Disable IPv6,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\TCPIP6\Parameters,DisabledComponents,,,,0,255,=,Medium,� 
18.5.20.1.1,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (EnableRegistrars),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,EnableRegistrars,,,,1,0,=,Medium,� 
18.5.20.1.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableUPnPRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableUPnPRegistrar,,,,1,0,=,Medium,� 
18.5.20.1.3,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableInBand802DOT11Registrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableInBand802DOT11Registrar,,,,1,0,=,Medium,� 
18.5.20.1.4,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableFlashConfigRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableFlashConfigRegistrar,,,,1,0,=,Medium,� 
18.5.20.1.5,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableWPDRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableWPDRegistrar,,,,1,0,=,Medium,� 
18.5.20.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connect Now,Windows Connect Now: Prohibit access of the Windows Connect Now wizards,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\UI,DisableWcnUi,,,,0,1,=,Medium,� 
18.5.21.1,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connection Manager,Windows Connection Manager: Minimize the number of simultaneous connections to the Internet or a Windows Domain,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,,,,1,1,=,Medium,� 
18.5.21.2,Administrative Templates: Network,Administrative Templates (Computer),Network: Windows Connection Manager,Windows Connection Manager: Prohibit connection to non-domain networks when connected to domain authenticated network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fBlockNonDomain,,,,0,1,=,Medium,� 
18.7.1.1,Administrative Templates: Start Menu and Taskbar,Administrative Templates (Computer),Start Menu and Taskbar: Notifications,Notifications: Turn off notifications network usage,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoCloudApplicationNotification,,,,0,1,=,Medium,� 
18.8.3.1,Administrative Templates: System,Administrative Templates (Computer),System: Audit Process Creation,Audit Process Creation: Include command line in process creation events,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,ProcessCreationIncludeCmdLine_Enabled,,,,0,0,=,Medium,� 
18.8.4.1,Administrative Templates: System,Administrative Templates (Computer),System: Credentials Delegation,Credentials Delegation: Encryption Oracle Remediation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,,,,0,0,=,Medium,� 
18.8.4.2,Administrative Templates: System,Administrative Templates (Computer),System: Credentials Delegation,Credentials Delegation: Remote host allows delegation of non-exportable credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,,,,0,1,=,Medium,� 
18.8.5.1,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Turn On Virtualization Based Security (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,0,1,=,Medium,� 
18.8.5.2,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Select Platform Security Level (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,0,3,=,Medium,� 
18.8.5.3,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Virtualization Based Protection of Code Integrity (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HypervisorEnforcedCodeIntegrity,,,,0,1,=,Medium,� 
18.8.5.4,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Require UEFI Memory Attributes Table (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,0,1,=,Medium,� 
18.8.5.5,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Credential Guard Configuration (Member),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,0,1,=,Medium,� 
18.8.5.6,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Credential Guard Configuration (DC),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,,0,=,Medium,� 
18.8.5.7,Administrative Templates: System,Administrative Templates (Computer),System: Device Guard,Device Guard: Secure Launch Configuration (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureSystemGuardLaunch,,,,0,1,=,Medium,� 
18.8.14.1,Administrative Templates: System,Administrative Templates (Computer),System: File Classification Infrastructure,Early Launch Antimalware: Boot-Start Driver Initialization Policy,Registry,,HKLM:\System\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,,,,0,3,=,Medium,� 
18.8.21.2,Administrative Templates: System,Administrative Templates (Computer),System: Logging and tracing,Group Policy: Do not apply during periodic background processing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,,,,0,1,=,Medium,� 
18.8.21.3,Administrative Templates: System,Administrative Templates (Computer),System: Logging and tracing,Group Policy: Process even if the Group Policy objects have not changed,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,,,,1,0,=,Medium,� 
18.8.21.4,Administrative Templates: System,Administrative Templates (Computer),System: Logging and tracing,Group Policy: Continue experiences on this device,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,,,,1,0,=,Medium,� 
18.8.21.5,Administrative Templates: System,Administrative Templates (Computer),System: Logging and tracing,Group Policy: Turn off background refresh of Group Policy,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableBkGndGroupPolicy,,,,0,0,=,Medium,� 
18.8.22.1.1,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium,� 
18.8.22.1.2,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off handwriting personalization data sharing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\TabletPC,PreventHandwritingDataSharing,,,,0,1,=,Medium,� 
18.8.22.1.3,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off handwriting recognition error reporting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\HandwritingErrorReports,PreventHandwritingErrorReports,,,,0,1,=,Medium,� 
18.8.22.1.4,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard,ExitOnMSICW,,,,0,1,=,Medium,� 
18.8.22.1.5,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium,� 
18.8.22.1.6,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off printing over HTTP,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers,DisableHTTPPrinting,,,,0,1,=,Medium,� 
18.8.22.1.7,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Registration if URL connection is referring to Microsoft.com,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Registration Wizard Control,NoRegistration,,,,0,1,=,Medium,� 
18.8.22.1.8,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Search Companion content file updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\SearchCompanion,DisableContentFileUpdates,,,,0,1,=,Medium,� 
18.8.22.1.9,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off the 'Order Prints' picture task,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoOnlinePrintsWizard,,,,0,1,=,Medium,� 
18.8.22.1.10,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off the 'Publish to Web' task for files and folders,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoPublishingWizard,,,,0,1,=,Medium,� 
18.8.22.1.11,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off the Windows Messenger Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\Messenger\Client,CEIP,,,,0,2,=,Medium,� 
18.8.22.1.12,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Windows Customer Experience Improvement Program,Registry,,HKLM:\Software\Policies\Microsoft\SQMClient\Windows,CEIPEnable,,,,1,1,=,Medium,� 
18.8.22.1.13.1,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 1,Registry,,HKLM:\Software\Policies\Microsoft\PCHealth\ErrorReporting,DoReport,,,,1,0,=,Medium,� 
18.8.22.1.13.2,Administrative Templates: System,Administrative Templates (Computer),System: Internet Communication Management: Internet Communication settings,Internet Communication Management: Internet Communication settings: Turn off Windows Error Reporting 2,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium,� 
18.8.25.1.1,Administrative Templates: System,Administrative Templates (Computer),System: Kerberos,Kerberos: Support device authentication using certificate (DevicePKInitBehavior),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters,DevicePKInitBehavior,,,,1,0,=,Medium,� 
18.8.25.1.2,Administrative Templates: System,Administrative Templates (Computer),System: Kerberos,Kerberos: Support device authentication using certificate (DevicePKInitEnabled),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters,DevicePKInitEnabled,,,,1,1,=,Medium,� 
18.8.27.1,Administrative Templates: System,Administrative Templates (Computer),System: Locale Services,Locale Services: Disallow copying of user input methods to the system account for sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Control Panel\International,BlockUserInputMethodsForSignIn,,,,0,1,=,Medium,� 
18.8.28.1,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Block user from showing account details on sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,,,,0,1,=,Medium,� 
18.8.28.2,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium,� 
18.8.28.3,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Do not enumerate connected users on domain-joined computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,,,,0,1,=,Medium,� 
18.8.28.4,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Enumerate local users on domain-joined computers (Member),Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,EnumerateLocalUsers,,,,0,0,=,Medium,� 
18.8.28.5,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium,� 
18.8.28.6,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Turn off picture password sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium,� 
18.8.28.7,Administrative Templates: System,Administrative Templates (Computer),System: Logon,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,0,0,=,Medium,� 
18.8.31.1,Administrative Templates: System,Administrative Templates (Computer),System: OS Policies,OS Policies: Allow Clipboard synchronization across devices,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,AllowCrossDeviceClipboard,,,,1,0,=,Medium,� 
18.8.31.2,Administrative Templates: System,Administrative Templates (Computer),System: OS Policies,OS Policies: Allow upload of User Activities,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,UploadUserActivities,,,,1,0,=,Medium,� 
18.8.34.6.1,Administrative Templates: System,Administrative Templates (Computer),System: Power Management: Sleep Settings,Sleep Settings: Allow network connectivity during connected-standby (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,DCSettingIndex,,,,1,0,=,Medium,� 
18.8.34.6.2,Administrative Templates: System,Administrative Templates (Computer),System: Power Management: Sleep Settings,Sleep Settings: Allow network connectivity during connected-standby (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9,ACSettingIndex,,,,1,0,=,Medium,� 
18.8.34.6.3,Administrative Templates: System,Administrative Templates (Computer),System: Power Management: Sleep Settings,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium,� 
18.8.34.6.4,Administrative Templates: System,Administrative Templates (Computer),System: Power Management: Sleep Settings,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium,� 
18.8.36.1,Administrative Templates: System,Administrative Templates (Computer),System: Remote Assistance,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,0,0,=,Medium,� 
18.8.36.2,Administrative Templates: System,Administrative Templates (Computer),System: Remote Assistance,Remote Assistance: Configure Solicited Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,0,0,=,Medium,� 
18.8.37.1,Administrative Templates: System,Administrative Templates (Computer),System: Remote Procedure Call,Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication (Member),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,EnableAuthEpResolution,,,,0,1,=,Medium,� 
18.8.37.2,Administrative Templates: System,Administrative Templates (Computer),System: Remote Procedure Call,Remote Procedure Call: Restrict Unauthenticated RPC clients (Member),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,RestrictRemoteClients,,,,0,1,=,Medium,� 
18.8.47.5.1,Administrative Templates: System,Administrative Templates (Computer),System: Troubleshooting and Diagnostics: Microsoft Support Diagnostic Tool,Troubleshooting and Diagnostics: Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\ScriptedDiagnosticsProvider\Policy,DisableQueryRemoteServer,,,,1,0,=,Medium,� 
18.8.47.11.1,Administrative Templates: System,Administrative Templates (Computer),System: Troubleshooting and Diagnostics: Windows Performance PerfTrack,Windows Performance PerfTrack: Enable/Disable PerfTrack,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WDI\{9c5a40da-b965-4fc3-8781-88dd50a6299d},ScenarioExecutionEnabled,,,,1,0,=,Medium,� 
18.8.49.1,Administrative Templates: System,Administrative Templates (Computer),System: Troubleshooting and Diagnostics: User Profiles,User Profiles: Turn of the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium,� 
18.8.52.1.1,Administrative Templates: System,Administrative Templates (Computer),System: Troubleshooting and Diagnostics: Windows Time Service,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium,� 
18.8.52.1.2,Administrative Templates: System,Administrative Templates (Computer),System: Troubleshooting and Diagnostics: Windows Time Service,Time Providers: Enable Windows NTP Server (Member),Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,0,0,=,Medium,� 
18.9.4.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: App Package Deployment,App Package Deployment: Allow a Windows app to share application data between users,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\AppModel\StateManager,AllowSharedLocalAppData,,,,0,0,=,Medium,� 
18.9.6.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: App runtime,App runtime: Allow Microsoft accounts to be optional,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System,MSAOptional,,,,0,1,=,Medium,� 
18.9.8.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: AutoPlay Policies,AutoPlay Policies: Disallow Autoplay for non-volume devices,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,,,,0,1,=,Medium,� 
18.9.8.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: AutoPlay Policies,AutoPlay Policies: Set the default behavior for AutoRun,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium,� 
18.9.8.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: AutoPlay Policies,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium,� 
18.9.10.1.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Biometrics: Facial Features,Biometrics: Facial Features: Configure enhanced anti-spoofing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,,1,=,Medium,� 
18.9.12.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Camera,Camera: Allow Use of Camera,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Camera,AllowCamera,,,,1,0,=,Medium,� 
18.9.13.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Cloud Content,Cloud Content: Turn off cloud optimized content,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableCloudOptimizedContent,,,,0,1,=,Medium,� 
18.9.13.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Cloud Content,Cloud Content: Turn off Microsoft consumer experiences,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium,� 
18.9.14.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Connect,Connect: Require pin for pairing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Connect,RequirePinForPairing,,,,0,1,>=,Medium,� 
18.9.15.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Credential User Interface,Credential User Interface: Do not display the password reveal button,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,,,,0,1,=,Medium,� 
18.9.15.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Credential User Interface,Credential User Interface: Enumerate administrator accounts on elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnumerateAdministrators,,,,0,0,=,Medium,� 
18.9.16.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Data Collection and Preview Builds,Data Collection and Preview Builds: Allow Telemetry,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,2,1,<=,Medium,� 
18.9.16.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Data Collection and Preview Builds,Data Collection and Preview Builds: Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DisableEnterpriseAuthProxy,,,,0,1,=,Medium,� 
18.9.16.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Data Collection and Preview Builds,Data Collection and Preview Builds: Do not show feedback notifications,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,,,,0,1,=,Medium,� 
18.9.16.4,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Data Collection and Preview Builds,Data Collection and Preview Builds: Toggle user control over Insider builds,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,,,,1,0,=,Medium,� 
18.9.26.1.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Application,Event Log Service: Application: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,Retention,,,,0,0,=,Medium,� 
18.9.26.1.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Application,Event Log Service: Specify the maximum Application log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,4096,32768,>=,Medium,� 
18.9.26.2.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Security,Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,Retention,,,,,0,=,Medium,� 
18.9.26.2.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Security,Event Log Service: Specify the maximum Security log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,MaxSize,,,,4096,196608,>=,Medium,� 
18.9.26.3.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Setup,Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,Retention,,,,,0,=,Medium,� 
18.9.26.3.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Setup,Event Log Service: Setup: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,,,,4096,32768,>=,Medium,� 
18.9.26.4.1,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Setup,Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,Retention,,,,,0,=,Medium,� 
18.9.26.4.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: Event Log Service: Setup,Event Log Service: Specify the maximum System log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,4096,32768,>=,Medium,� 
18.9.30.2,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: File Explorer (formerly Windows Explorer): ,File Explorer: Turn off Data Execution Prevention for Explorer,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,,,,0,0,=,Medium,� 
18.9.30.3,Administrative Templates: Windows Components,Administrative Templates (Computer),Windows Components: File Explorer (formerly Windows Explorer): ,File Explorer: Turn off heap termination on corruption,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,,,,0,0,=,Medium,� 
